Item,Package,Title,Rows,Cols,n_binary,n_character,n_factor,n_logical,n_numeric,CSV,Doc
Forbes2000,HSAUR,The Forbes 2000 Ranking of the World's Biggest Companies (Year 2004),2000,8,0,1,2,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/Forbes2000.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/Forbes2000.html
foster,HSAUR,Foster Feeding Experiment,61,3,0,0,2,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/foster.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/foster.html
GHQ,HSAUR,General Health Questionnaire,22,4,1,0,1,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/GHQ.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/GHQ.html
heptathlon,HSAUR,Olympic Heptathlon Seoul 1988,25,8,0,0,0,0,8,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/heptathlon.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/heptathlon.html
Lanza,HSAUR,Prevention of Gastointestinal Damages,198,3,1,0,3,0,0,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/Lanza.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/Lanza.html
mastectomy,HSAUR,Survival Times after Mastectomy of Breast Cancer Patients,44,3,2,0,1,1,1,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/mastectomy.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/mastectomy.html
meteo,HSAUR,Meteorological Measurements for 11 Years,11,6,0,0,1,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/meteo.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/meteo.html
orallesions,HSAUR,Oral Lesions in Rural India,24,3,0,0,2,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/orallesions.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/orallesions.html
phosphate,HSAUR,Phosphate Level Data,33,9,1,0,1,0,8,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/phosphate.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/phosphate.html
pistonrings,HSAUR,Piston Rings Failures,12,3,0,0,2,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/pistonrings.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/pistonrings.html
planets,HSAUR,Exoplanets Data,101,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/planets.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/planets.html
plasma,HSAUR,Blood Screening Data,32,3,1,0,1,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/plasma.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/plasma.html
polyps,HSAUR,Familial Andenomatous Polyposis,20,3,1,0,1,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/polyps.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/polyps.html
polyps3,HSAUR,Familial Andenomatous Polyposis,22,5,2,0,2,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/polyps3.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/polyps3.html
pottery,HSAUR,Romano-British Pottery Data,45,9,0,0,0,0,9,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/pottery.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/pottery.html
rearrests,HSAUR,Rearrests of Juvenile Felons,4,3,2,0,2,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/rearrests.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/rearrests.html
respiratory,HSAUR,Respiratory Illness Data,555,7,4,0,6,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/respiratory.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/respiratory.html
roomwidth,HSAUR,Students Estimates of Lecture Room Width,113,2,1,0,1,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/roomwidth.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/roomwidth.html
schizophrenia,HSAUR,Age of Onset of Schizophrenia Data,251,2,1,0,1,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/schizophrenia.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/schizophrenia.html
schizophrenia2,HSAUR,Schizophrenia Data,220,4,2,0,3,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/schizophrenia2.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/schizophrenia2.html
schooldays,HSAUR,Days not Spent at School,154,5,3,0,4,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/schooldays.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/schooldays.html
skulls,HSAUR,Egyptian Skulls,150,5,0,0,1,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/skulls.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/skulls.html
smoking,HSAUR,Nicotine Gum and Smoking Cessation,26,4,0,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/smoking.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/smoking.html
students,HSAUR,Student Risk Taking,35,3,0,0,1,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/students.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/students.html
suicides,HSAUR,Crowd Baiting Behaviour and Suicides,4,3,2,0,2,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/suicides.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/suicides.html
toothpaste,HSAUR,Toothpaste Data,9,7,0,0,0,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/toothpaste.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/toothpaste.html
voting,HSAUR,House of Representatives Voting Data,15,15,0,0,0,0,15,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/voting.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/voting.html
water,HSAUR,Mortality and Water Hardness,61,4,1,1,1,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/water.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/water.html
watervoles,HSAUR,Water Voles Data,14,14,0,0,0,0,14,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/watervoles.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/watervoles.html
waves,HSAUR,Electricity from Wave Power at Sea,18,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/waves.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/waves.html
weightgain,HSAUR,Gain in Weight of Rats,40,3,2,0,2,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/weightgain.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/weightgain.html
womensrole,HSAUR,Womens Role in Society,42,4,1,0,1,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/womensrole.csv,https://vincentarelbundock.github.io/Rdatasets/doc/HSAUR/womensrole.html
IndianIrish,hwde,"Observed genotype frequencies at MN and S loci, for 2 populations",18,4,1,0,3,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/hwde/IndianIrish.csv,https://vincentarelbundock.github.io/Rdatasets/doc/hwde/IndianIrish.html
mendelABC,hwde,"Mendel's F2 trifactorial data for seed shape (A: round or wrinkled), cotyledon color (B: albumen yellow or green), and seed coat color (C: grey-brown or white)",27,4,0,1,2,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/hwde/mendelABC.csv,https://vincentarelbundock.github.io/Rdatasets/doc/hwde/mendelABC.html
Auto,ISLR,Auto Data Set,392,9,0,0,1,0,8,https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/Auto.csv,https://vincentarelbundock.github.io/Rdatasets/doc/ISLR/Auto.html
Caravan,ISLR,The Insurance Company (TIC) Benchmark,5822,86,6,0,1,0,85,https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/Caravan.csv,https://vincentarelbundock.github.io/Rdatasets/doc/ISLR/Caravan.html
Carseats,ISLR,Sales of Child Car Seats,400,11,2,0,3,0,8,https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/Carseats.csv,https://vincentarelbundock.github.io/Rdatasets/doc/ISLR/Carseats.html
College,ISLR,U.S. News and World Report's College Data,777,18,1,0,1,0,17,https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/College.csv,https://vincentarelbundock.github.io/Rdatasets/doc/ISLR/College.html
Credit,ISLR,Credit Card Balance Data,400,12,3,0,4,0,8,https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/Credit.csv,https://vincentarelbundock.github.io/Rdatasets/doc/ISLR/Credit.html
Default,ISLR,Credit Card Default Data,10000,4,2,0,2,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/Default.csv,https://vincentarelbundock.github.io/Rdatasets/doc/ISLR/Default.html
Hitters,ISLR,Baseball Data,322,20,3,0,3,0,17,https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/Hitters.csv,https://vincentarelbundock.github.io/Rdatasets/doc/ISLR/Hitters.html
NCI60,ISLR,NCI 60 Data,64,6831,0,1,0,0,6830,https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/NCI60.csv,https://vincentarelbundock.github.io/Rdatasets/doc/ISLR/NCI60.html
OJ,ISLR,Orange Juice Data,1070,18,4,0,2,0,16,https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/OJ.csv,https://vincentarelbundock.github.io/Rdatasets/doc/ISLR/OJ.html
Portfolio,ISLR,Portfolio Data,100,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/Portfolio.csv,https://vincentarelbundock.github.io/Rdatasets/doc/ISLR/Portfolio.html
Smarket,ISLR,S&P Stock Market Data,1250,9,1,0,1,0,8,https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/Smarket.csv,https://vincentarelbundock.github.io/Rdatasets/doc/ISLR/Smarket.html
Wage,ISLR,Mid-Atlantic Wage Data,3000,11,3,0,7,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/Wage.csv,https://vincentarelbundock.github.io/Rdatasets/doc/ISLR/Wage.html
Weekly,ISLR,Weekly S&P Stock Market Data,1089,9,1,0,1,0,8,https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/Weekly.csv,https://vincentarelbundock.github.io/Rdatasets/doc/ISLR/Weekly.html
aids,KMsurv,data from Section 1.19,295,3,1,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/aids.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/aids.html
alloauto,KMsurv,data from Section 1.9,101,3,2,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/alloauto.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/alloauto.html
allograft,KMsurv,"data from Exercise 13.1, p418",34,4,2,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/allograft.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/allograft.html
azt,KMsurv,"data from Exercise 4.7, p122",45,4,1,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/azt.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/azt.html
baboon,KMsurv,"data from Exercise 5.8, p147",152,3,1,0,1,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/baboon.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/baboon.html
bcdeter,KMsurv,data from Section 1.18,95,3,1,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/bcdeter.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/bcdeter.html
bfeed,KMsurv,data from Section 1.14,927,10,5,0,0,0,10,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/bfeed.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/bfeed.html
bmt,KMsurv,data from Section 1.3,137,22,12,0,0,0,22,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/bmt.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/bmt.html
bnct,KMsurv,"data from Exercise 7.7, p223",30,3,1,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/bnct.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/bnct.html
btrial,KMsurv,data from Section 1.5,45,3,2,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/btrial.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/btrial.html
burn,KMsurv,data from Section 1.6,154,18,12,0,0,0,18,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/burn.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/burn.html
channing,KMsurv,data from Section 1.16,462,6,2,0,0,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/channing.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/channing.html
drug6mp,KMsurv,data from Section 1.2,21,5,2,0,0,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/drug6mp.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/drug6mp.html
drughiv,KMsurv,"data from Exercise 7.6, p222",34,3,2,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/drughiv.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/drughiv.html
hodg,KMsurv,data from Section 1.10,43,6,3,0,0,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/hodg.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/hodg.html
kidney,KMsurv,data from Section 1.4,119,3,2,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/kidney.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/kidney.html
kidrecurr,KMsurv,Data on 38 individuals using a kidney dialysis machine,38,10,6,0,0,0,10,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/kidrecurr.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/kidrecurr.html
kidtran,KMsurv,data from Section 1.7,863,6,3,0,0,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/kidtran.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/kidtran.html
larynx,KMsurv,data from Section 1.8,90,5,1,0,0,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/larynx.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/larynx.html
lung,KMsurv,"data from Exercise 4.4, p120",25,4,1,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/lung.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/lung.html
pneumon,KMsurv,data from Section 1.13,3470,15,4,0,0,0,15,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/pneumon.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/pneumon.html
psych,KMsurv,data from Section 1.15,26,4,2,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/psych.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/psych.html
rats,KMsurv,"data from Exercise 7.13, p225",150,4,2,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/rats.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/rats.html
std,KMsurv,data from Section 1.12,877,24,16,0,2,0,22,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/std.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/std.html
stddiag,KMsurv,"data from Exercise 5.6, p146",25,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/stddiag.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/stddiag.html
tongue,KMsurv,data from Section 1.11,80,3,2,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/tongue.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/tongue.html
twins,KMsurv,"data from Exercise 7.14, p225",24,4,2,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/twins.csv,https://vincentarelbundock.github.io/Rdatasets/doc/KMsurv/twins.html
barley,lattice,Yield data from a Minnesota barley trial,120,4,1,0,3,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/lattice/barley.csv,https://vincentarelbundock.github.io/Rdatasets/doc/lattice/barley.html
environmental,lattice,Atmospheric environmental conditions in New York City,111,4,0,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/lattice/environmental.csv,https://vincentarelbundock.github.io/Rdatasets/doc/lattice/environmental.html
ethanol,lattice,Engine exhaust fumes from burning ethanol,88,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/lattice/ethanol.csv,https://vincentarelbundock.github.io/Rdatasets/doc/lattice/ethanol.html
melanoma,lattice,Melanoma skin cancer incidence,37,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/lattice/melanoma.csv,https://vincentarelbundock.github.io/Rdatasets/doc/lattice/melanoma.html
singer,lattice,Heights of New York Choral Society singers,235,2,0,0,1,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/lattice/singer.csv,https://vincentarelbundock.github.io/Rdatasets/doc/lattice/singer.html
USMortality,lattice,Mortality Rates in US by Cause and Gender,40,5,2,0,3,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/lattice/USMortality.csv,https://vincentarelbundock.github.io/Rdatasets/doc/lattice/USMortality.html
USRegionalMortality,lattice,Mortality Rates in US by Cause and Gender,400,6,2,0,4,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/lattice/USRegionalMortality.csv,https://vincentarelbundock.github.io/Rdatasets/doc/lattice/USRegionalMortality.html
Arabidopsis,lme4,Arabidopsis clipping/fertilization data,625,8,3,0,4,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/lme4/Arabidopsis.csv,https://vincentarelbundock.github.io/Rdatasets/doc/lme4/Arabidopsis.html
cake,lme4,Breakage Angle of Chocolate Cakes,270,5,0,0,3,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/lme4/cake.csv,https://vincentarelbundock.github.io/Rdatasets/doc/lme4/cake.html
cbpp,lme4,Contagious bovine pleuropneumonia,56,4,0,0,2,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/lme4/cbpp.csv,https://vincentarelbundock.github.io/Rdatasets/doc/lme4/cbpp.html
Dyestuff,lme4,Yield of dyestuff by batch,30,2,0,0,1,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/lme4/Dyestuff.csv,https://vincentarelbundock.github.io/Rdatasets/doc/lme4/Dyestuff.html
Dyestuff2,lme4,Yield of dyestuff by batch,30,2,0,0,1,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/lme4/Dyestuff2.csv,https://vincentarelbundock.github.io/Rdatasets/doc/lme4/Dyestuff2.html
grouseticks,lme4,Data on red grouse ticks from Elston et al. 2001,403,7,0,0,4,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/lme4/grouseticks.csv,https://vincentarelbundock.github.io/Rdatasets/doc/lme4/grouseticks.html
InstEval,lme4,University Lecture/Instructor Evaluations by Students at ETH,73421,7,1,0,6,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/lme4/InstEval.csv,https://vincentarelbundock.github.io/Rdatasets/doc/lme4/InstEval.html
Pastes,lme4,Paste strength by batch and cask,60,4,0,0,3,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/lme4/Pastes.csv,https://vincentarelbundock.github.io/Rdatasets/doc/lme4/Pastes.html
Penicillin,lme4,Variation in penicillin testing,144,3,0,0,2,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/lme4/Penicillin.csv,https://vincentarelbundock.github.io/Rdatasets/doc/lme4/Penicillin.html
sleepstudy,lme4,Reaction times in a sleep deprivation study,180,3,0,0,1,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/lme4/sleepstudy.csv,https://vincentarelbundock.github.io/Rdatasets/doc/lme4/sleepstudy.html
VerbAgg,lme4,Verbal Aggression item responses,7584,9,4,0,8,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/lme4/VerbAgg.csv,https://vincentarelbundock.github.io/Rdatasets/doc/lme4/VerbAgg.html
UTIdata,lmec,Data set for Unstructured Treatment Interruption Study,373,5,0,0,1,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/lmec/UTIdata.csv,https://vincentarelbundock.github.io/Rdatasets/doc/lmec/UTIdata.html
abbey,MASS,Determinations of Nickel Content,31,1,0,0,0,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/abbey.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/abbey.html
accdeaths,MASS,Accidental Deaths in the US 1973-1978,72,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/accdeaths.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/accdeaths.html
Aids2,MASS,Australian AIDS Survival Data,2843,7,2,0,4,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Aids2.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/Aids2.html
Animals,MASS,Brain and Body Weights for 28 Species,28,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Animals.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/Animals.html
anorexia,MASS,Anorexia Data on Weight Change,72,3,0,0,1,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/anorexia.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/anorexia.html
bacteria,MASS,Presence of Bacteria after Drug Treatments,220,6,3,0,5,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/bacteria.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/bacteria.html
beav1,MASS,Body Temperature Series of Beaver 1,114,4,2,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/beav1.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/beav1.html
beav2,MASS,Body Temperature Series of Beaver 2,100,4,2,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/beav2.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/beav2.html
biopsy,MASS,Biopsy Data on Breast Cancer Patients,699,11,1,1,1,0,9,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/biopsy.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/biopsy.html
birthwt,MASS,Risk Factors Associated with Low Infant Birth Weight,189,10,4,0,0,0,10,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/birthwt.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/birthwt.html
Boston,MASS,Housing Values in Suburbs of Boston,506,14,1,0,0,0,14,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Boston.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/Boston.html
cabbages,MASS,Data from a cabbage field trial,60,4,1,0,2,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/cabbages.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/cabbages.html
caith,MASS,Colours of Eyes and Hair of People in Caithness,4,5,0,0,0,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/caith.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/caith.html
Cars93,MASS,Data from 93 Cars on Sale in the USA in 1993,93,27,2,0,9,0,18,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Cars93.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/Cars93.html
cats,MASS,Anatomical Data from Domestic Cats,144,3,1,0,1,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/cats.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/cats.html
cement,MASS,Heat Evolved by Setting Cements,13,5,0,0,0,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/cement.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/cement.html
chem,MASS,Copper in Wholemeal Flour,24,1,0,0,0,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/chem.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/chem.html
coop,MASS,Co-operative Trial in Analytical Chemistry,252,4,0,0,3,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/coop.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/coop.html
cpus,MASS,Performance of Computer CPUs,209,9,0,0,1,0,8,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/cpus.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/cpus.html
crabs,MASS,Morphological Measurements on Leptograpsus Crabs,200,8,2,0,2,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/crabs.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/crabs.html
Cushings,MASS,Diagnostic Tests on Patients with Cushing's Syndrome,27,3,0,0,1,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Cushings.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/Cushings.html
DDT,MASS,DDT in Kale,15,1,0,0,0,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/DDT.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/DDT.html
deaths,MASS,Monthly Deaths from Lung Diseases in the UK,72,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/deaths.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/deaths.html
drivers,MASS,Deaths of Car Drivers in Great Britain 1969-84,192,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/drivers.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/drivers.html
eagles,MASS,Foraging Ecology of Bald Eagles,8,5,3,0,3,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/eagles.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/eagles.html
epil,MASS,Seizure Counts for Epileptics,236,9,2,0,1,0,8,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/epil.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/epil.html
farms,MASS,Ecological Factors in Farm Management,20,4,0,0,4,0,0,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/farms.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/farms.html
fgl,MASS,Measurements of Forensic Glass Fragments,214,10,0,0,1,0,9,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/fgl.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/fgl.html
forbes,MASS,Forbes' Data on Boiling Points in the Alps,17,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/forbes.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/forbes.html
GAGurine,MASS,Level of GAG in Urine of Children,314,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/GAGurine.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/GAGurine.html
